reviewer 1,review_date_1,reviewer 2,review_date_2,reviewer 3,review_date_3,issn,title,top_journals_in,publisher,pr_type,pr_policy,pr_form_url,pr_credit_url,pr_database,pr_transfer_policy,pr_transfer_url,opr_reports,opr_responses,opr_letters,opr_versions,opr_identities_published,opr_indenties_author,opr_comments,opr_interaction,opr_additional,coreview_policy,coreview_url,coreview_email,coreview_form,coreview_database,preprint_url,preprint_version,preprint_servers,preprint_citation,preprint_link,preprint_media,preprint_licensing,preprint_scoop,preprint_review,Free Notes/Observations,Time taken to do the Survey,Reviewer 2 changes,gs_title,h5-index,h5-median,G_100_rank,G_BEM_rank,G_CMS_rank,G_ECS_rank,G_HMS_rank,G_HLA_rank,G_LSES_rank,G_PM_rank,G_SS_rank
SR,2018-12-07,JP,2019-04-17,TRH,2019-04-26,0378-4266,Journal of Banking & Finance,"Business, Economics & Management",Elsevier,Double blind,https://www.elsevier.com/journals/journal-of-banking-and-finance/0378-4266/guide-for-authors,NA,https://www.elsevier.com/reviewers/role#RRP,NA,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,No,No,No,No,No,No,No,No,"Elsevier offers information on peer review in its author guidelines, but this information only becomes meaningful when additionally considering their ""what is peer review"" page where the meanings of different types of peer review are specified. Here one learns that double blind implies that no aspect of the peer review process is made public (apparently).","If you accept, you must treat the materials you receive as confidential documents. This means you can’t share them with anyone without prior authorization from the editor. Since peer review is confidential, you also must not share information about the review with anyone without permission from the editors and authors.",https://www.elsevier.com/reviewers/how-to-review,Unsure,Unsure,Unsure,https://www.elsevier.com/about/policies/sharing,No preprint policy,NA,Not specified,Unsure,NA,NA,NA,NA,"The Journal of Banking and Finance is published by Elsevier, which means that most of Elsevier's general policies apply. Interestingly, though, it is difficult to locate the policies on the journal websites even if one has done that before. Once you determine the type of peer review the journal in question employs you can then read their what-is-peer-review page to determine the degree of ""openness"" of the peer review process in question. The preprint policy is not journal-specific, so Elsevier's general rules (seem to) apply.",20 mins,NA,Journal of Banking & Finance,78,111,NA,15,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-07,SH,2019-04-16,TRH,2019-04-26,1573-0697,Journal of Business Ethics,"Business, Economics & Management,
Social Sciences",SpringerNature,Double blind,https://www.springer.com/philosophy/ethics+and+moral+philosophy/journal/10551#,NA,https://www.springer.com/philosophy/ethics+and+moral+philosophy/journal/10551#,Yes,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,NA,No preprint policy,Not specified,Not specified,Unsure,NA,NA,NA,NA,"The Journal of Business Ethics is published by SpringerNature, and offers a rather comprehensive list of policies. However, the peer review process is not described in great detail (one only learns that the journal employs a double blind peer review), and their pre-print policy is non-existent.",20 mins,NA,Journal of Business Ethics,90,124,NA,7,NA,NA,NA,NA,NA,NA,2
SR,2018-12-04,SH,2019-04-16,TRH,2019-04-26,0148-2963,Journal of Business Research,"Business, Economics & Management",Elsevier,Double blind,https://www.elsevier.com/journals/journal-of-business-research/0148-2963/guide-for-authors,NA,https://www.elsevier.com/reviewers/role#recognizing,Yes,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"If you accept, you must treat the materials you receive as confidential documents. This means you can’t share them with anyone without prior authorization from the editor. Since peer review is confidential, you also must not share information about the review with anyone without permission from the editors and authors.",https://www.elsevier.com/reviewers/how-to-review,Unsure,Unsure,Unsure,https://www.elsevier.com/about/policies/sharing,Unsure,Authors can share their preprint anywhere at any time.,Not specified,Unsure,NA,NA,NA,NA,"The JoBR is an Elsevier journal, so most of Elsevier's policies apply. However, these policies (the documents describing them) are not easy to locate on the journal's website. Links are provided to Elsevier's standard documents, though, but it is not always clear which general provisions apply in this specific case.",20 mins,NA,Journal of Business Research,94,129,NA,5,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-04,SH,2019-04-16,TRH,2019-04-26,0959-6526,Journal of Cleaner Production,NA,Elsevier,Single blind,https://www.elsevier.com/journals/journal-of-cleaner-production/0959-6526/guide-for-authors,NA,https://www.elsevier.com/reviewers/role#RRP,Yes,"Elsevier authors can transfer their article submission from one journal to another for free if they are rejected, without the need to reformat, and often without needing further peer review. For this reason, reviewers are informed about the service and are asked for their consent for transferring their review report along with the manuscript to the receiver journal. Reviewers are given the option to reveal their identity to the editor of the receiver journal or stay anonymous. The benefits of manuscript review cascades are twofold: Reviewers are not asked to review the same manuscript several times for different journals. Authors do not need to spend additional time reformatting their manuscript.",https://www.elsevier.com/reviewers/what-is-peer-review,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"If you accept, you must treat the materials you receive as confidential documents. This means you can’t share them with anyone without prior authorization from the editor. Since peer review is confidential, you also must not share information about the review with anyone without permission from the editors and authors.",https://www.elsevier.com/reviewers/how-to-review,Unsure,Unsure,Unsure,https://www.elsevier.com/about/policies/sharing,Authors can share their preprint anywhere at any time.,NA,Not specified,Unsure,NA,NA,NA,NA,"The journal of cleaner production is published by Elsevier, so many of their general policies apply. As you go through many Elsevier journals, it becomes easier to locate and understand their policies which frequently overlap.",10 mins,NA,Journal of Cleaner Production,117,160,95,NA,NA,NA,NA,NA,NA,NA,NA
SR,2018-12-04,SH,2019-04-16,TRH,2019-04-26,1527-7755,Journal of Clinical Oncology,Health & Medical Sciences,American Society of Clinical Oncology,Single blind,http://ascopubs.org/jco/site/ifc/my-article-was-submitted.xhtml,NA,http://ascopubs.org/reviewers,No,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,http://ascopubs.org/jco/site/ifc/journal-policies.xhtml,First submission only (before peer review),"ASCO journals will consider publication of manuscripts that contain information previously posted on preprint servers. However, authors should be advised that the degree to which the submitted manuscript overlaps with what is already posted on the preprint server may affect the novelty of the findings for ASCO journal readership, and this will be taken into account in the evaluation of the manuscript. If a report has been published on a preprint server prior to manuscript submission, this must be acknowledged during the submission process. In addition, a link to that document must be provided so that reviewers and editors can evaluate the preprinted information and compare it with the submitted manuscript. Failure to acknowledge prior dissemination of research posted on preprint servers or similar databases will jeopardize the status of the submission. When such a manuscript has been submitted to an ASCO journal, no revisions should be posted to the preprint server during the manuscript's peer review process. If the manuscript is eventually accepted for publication, no revisions should be posted on the preprint server until the final manuscript is published online by ASCO, and any such revisions must not deviate from the final version of the manuscript published by ASCO. Finally, once the manuscript has been published by an ASCO journal, any future changes to the manuscript such as errata, discovered by the authors after journal publication for instance, must be first submitted, approved, and published by ASCO, prior to making any changes to the preprint document. Violation of this preprint policy will be considered grounds for article retraction.",Not specified,Unsure,NA,NA,NA,NA,"The journal details its review process, but it is very difficult to locate the information. No information on co-reviewing and/or open peer review is provided (which is taken to mean that these are not a priority for the editors). Their preprint policy states that they allow preprints but only if they are substantially different to the version submitted to the journal. They also mention in two separate places on the same page that work must be original and not made available elsewhere!! Hmmm...",20 mins,NA,Journal of Clinical Oncology,196,279,18,NA,NA,NA,6,NA,NA,NA,NA
SR,2018-12-04,TRH,2019-04-20,JP,2019-04-26,1460-2466,Journal of Communication,"Humanities, Literature & Arts",Wiley,Unsure,https://academic.oup.com/joc/pages/General_Instructions#Peer%20review,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,Not specified,NA,Unsure,Unsure,Unsure,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_f,First submission only (before peer review),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Journal of Communication,49,70,NA,NA,NA,NA,NA,1,NA,NA,NA
SH,2019-01-10,TRH,2019-04-20,JP,2019-04-26,1475-7516,Journal of Cosmology and Astroparticle Physics,Physics & Mathematics,International School for Advanced Studies and IOP Publishing,Single blind,https://publishingsupport.iopscience.iop.org/becoming-a-journal-reviewer/,NA,https://publishingsupport.iopscience.iop.org/becoming-a-journal-reviewer/,Yes,"""As part of our service to authors, IOP Publishing offers a free article transfer service with each of our journals. If your submission to your initial journal of choice is unsuccessful, we may suggest another one of our titles for you to consider, which we believe is a more suitable home for your research. If you accept this suggestion, we will transfer all information relating to your article to the new journal (including referee reports if available), so your submission can be considered for publication by the new journal without delay.""",https://publishingsupport.iopscience.iop.org/questions/article-transfer-service/,No,No,No,No,No,Optional,Not specified,Not specified,"None of our journals conduct any form of open peer review (in which the identity of the reviewer is revealed, the peer review contents are made publicly available or anyone interested in reviewing the article can do so post-publication). - https://publishingsupport.iopscience.iop.org/questions/peer-review-models-on-iop-journals/",We also ask that you do not discuss the papers you have reviewed with colleagues unless they have been published.,https://publishingsupport.iopscience.iop.org/questions/ethics-for-reviewers/,No,Unsure,Unsure,https://jcap.sissa.it/jcap/help/helpLoader.jsp?pgType=flow,Any,"Only arXiv is explicitly stated (journal runs innovative submission where, in addition to traditional, authors can submit directly via arXiv).",Unsure,Unsure,NA,NA,NA,NA,"""It is required to provide an ArXiv id to submit an article to the journal."" - https://jcap.sissa.it/jcap/help/helpLoader.jsp?pgType=flow#general",NA,NA,Journal of Cosmology and Astroparticle Physics,91,126,NA,NA,NA,NA,NA,NA,NA,16,NA
SH,2019-01-10,TRH,2019-04-20,JP,2019-04-26,1944-7965,Journal of Economic Perspectives,"Business, Economics & Management",American Economic Association,Unsure,https://www.aeaweb.org/journals/jep/submissions,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Journal of Economic Perspectives,75,147,NA,19,NA,NA,NA,NA,NA,NA,NA
SH,2019-01-10,TRH,2019-04-20,JP,2019-04-26,1939-2176,Journal of Educational Psychology,Social Sciences,American Psychological Association,Double blind,"https://www.apa.org/pubs/journals/edu/?tab=4, https://www.apa.org/pubs/journals/reviewer-instructions.pdf",NA,NA,Unsure,Unsure,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"""Can I have a student co-review with me? Yes, if you are a professor who is mentoring a graduate student, you may co-review the paper with them. Please be sure to contact the handling editor and indicate upon submitting your review that it was completed with a co-reviewer.""",https://www.apa.org/pubs/journals/reviewer-instructions.pdf,Yes,Unsure,Unsue,https://www.apa.org/pubs/journals/resources/open-science.aspx,Unsure,"""Knowing that many researchers must make results publicly available quickly, APA Journals has designated PsyArXiv as the preferred preprint server for APA journals.""",Not specified,Unsure,NA,"CC0 and CC-BY are supported by PsyArXiv, so presumably these licenses are ok",NA,NA,NA,NA,NA,Journal of Educational Psychology,61,101,NA,NA,NA,NA,NA,NA,NA,NA,11
SH,2019-01-12,GMD,2019-04-24,JP,2019-04-28,0304-405X,Journal of Financial Economics,"Business, Economics & Management",Elsevier,Unsure,https://www.elsevier.com/reviewers/how-to-review,NA,https://www.elsevier.com/reviewers/role#recognizing,"Unsure: Peer Reviewer activity IS deposited into a database by Elsevier, but it is NOT open. This applies across the Elsevier platform. See https://www.elsevier.com/reviewers/role#recognizing",via Elsevier’s Article Transfer Service (ATS),https://www.elsevier.com/authors/journal-authors/submit-your-paper/submit-and-revise/article-transfer-service,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"""Since peer review is confidential, you also must not share information about the review with anyone without permission from the editors and authors.""",https://www.elsevier.com/reviewers/how-to-review,Unsure,Unsure,Unsure,"https://www.elsevier.com/journals/journal-of-financial-economics/0304-405x/guide-for-authors, https://www.elsevier.com/about/policies/sharing","After peer review (but not final, copyedited version)","Elsevier policy: ""Authors can share their preprint anywhere at any time.""",Not specified,Unsure,"Unclear, but states ""This journal has an embargo period of 24 months.
 
 An adapted embargo period of 12 months will apply for UK researchers who are grant recipient from the Research Council UK, Wellcome Trust, Higher Education Funding Council for England, and who wish to self-archive their accepted author manuscript."" - no mention of media coverage of preprints specifically.",NA,NA,NA,NA,NA,NA,Journal of Financial Economics,115,192,NA,2,NA,NA,NA,NA,NA,NA,NA
SH,2019-01-12,GMD,2019-04-24,JP,2019-04-28,2156-2202,Journal of Geophysical Research,Physics & Mathematics,American Geophysical Union,Unsure,https://publications.agu.org/reviewer-resources/,https://publications.agu.org/reviewer-resources/review-criteria,https://publications.agu.org/reviewer-resources/,Yes,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,"https://publications.agu.org/author-resource-center/usage-permissions/, https://publications.agu.org/author-resource-center/publication-policies/dual-publication-policy/prior-publication-and-posting-primer/, https://publications.agu.org/author-resource-center/publication-policies/dual-publication-policy/","After peer review (but not final, copyedited version)","""Recently AGU Publications, the Publications Committee, and the AGU Council amended the policy to allow posting of preprints and content by authors on “not-for-profit community preprint servers.” This specifically includes arxiv.org and related groups such as astro-ph.org and cond-mat.org. ""","Other (""Citations to papers on the arxiv.org are allowed when other sources are not available."" This is the only reference I found to citation of preprints, but it might not be restricted to arxiv)",Unsure,"Not specific to preprints, but: ""AGU does not consider prior press attention of a result as publication unless the release is so extensive that it would count as prior publication of a paper. AGU encourages authors to release results to the press at the time of publication when a full assessment is possible. AGU does not embargo press notifications and strives to distribute these as soon as AGU content is available online.""",NA,NA,NA,NA,NA,NA,Journal of Geophysical Research,89,121,NA,NA,NA,NA,NA,NA,NA,18,NA
SH,2019-01-12,GMD,2019-04-24,JP,2019-04-28,0168-8278,Journal of Hepatology,NA,"European Association for the Study of the Liver (EASL), Elsevier",Unsure,NA,NA,https://www.elsevier.com/reviewers/role#recognizing,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://www.elsevier.com/about/policies/sharing,"After peer review (but not final, copyedited version)","Elsevier policy: ""Authors can share their preprint anywhere at any time.""",Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Journal of Hepatology,116,155,100,NA,NA,NA,NA,NA,NA,NA,NA
SH,2019-01-13,GMD,2019-04-24,JP,2019-04-28,1029-8479,Journal of High Energy Physics,Physics & Mathematics,Springer,Single-blind,https://www.springer.com/physics/particle+and+nuclear+physics/journal/13130,NA,NA,Unsure,"""The Transfer Desk is our manuscript transfer service, which provides you with a convenient way of resubmitting your manuscript to a more suitable journal….""",https://www.springer.com/us/authors-editors/journal-author/the-springer-transfer-desk,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://jhep.sissa.it/jhep/help/helpLoader.jsp?pgType=author#arXiv,Any,"ArXiv: ""You will need to provide an arXiv article id. This is necessary as JHEP articles are funded by the SCOAP3 consortium and thus need to be categorised and published accordingly if accepted.""","Yes, in the reference list",Unsure,NA,NA,NA,NA,NA,NA,NA,Journal of High Energy Physics,161,226,30,NA,NA,NA,NA,NA,NA,3,NA
SH,2019-01-13,JP,2019-04-17,TRH,2019-04-26,1557-1211,Journal of Management,"Business, Economics & Management",SAGE in association with the Southern Management Association,Double blind,https://journals.sagepub.com/pb-assets/cmscontent/JOM/JOM_Style_Guide_revised_2017.pdf,NA,https://us.sagepub.com/en-us/nam/reviewer-rewards,Yes,Unsure,NA,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Not specified,NA,"""Sometimes a reviewer will want to involve junior researchers in the review of an article as it can be good practice and experience for that person. However, you should ensure that you obtain permission from the journal editor prior to accepting the invitation to review. The names of everyone involved in doing the review should be submitted to the editor so that the journal records accurately reflect the review process that took place. Full guidelines for peer reviewers can be found on the Committee on Publication Ethics website here.""",https://us.sagepub.com/en-us/nam/how-to-review-articles,Yes,Unsure,Unsure,https://us.sagepub.com/en-us/nam/prior-publication,First submission only (before peer review),"""SAGE supports the early dissemination of research through preprints (the pre-peer review version of the paper, also referenced as a “working paper”), including through SAGE’s own preprint platform, Advance, and other preprint platforms and SCNs, such as bioRxiV, preprints.org, ResearchGate and Academia.edu. Working papers are generally eligible for publication in a SAGE journal, subject to the policy in place for each journal.""",Unsure,Unsure,NA,NA,NA,NA,"Note: most of the info here is from the parent (SAGE) website as this is where the journal homepage linked to. Also, re preprint citation - Journal's author guidelines suggests citation format for ""working papers"" so maybe this applies to preprints, though they are not specifically referred to.",35 mins,NA,Journal of Management,88,154,NA,8,NA,NA,NA,NA,NA,NA,NA
SH,2019-01-13,JP,2019-04-17,TRH,2019-04-26,2050-7488,Journal of Materials Chemistry. A,"Chemical & Materials Sciences, Engineering & Computer Science",Royal Society of Chemistry,Single blind,http://www.rsc.org/journals-books-databases/journal-authors-reviewers/reviewer-responsibilities/#review-procedure,NA,http://www.rsc.org/journals-books-databases/journal-authors-reviewers/reviewer-responsibilities/#review-procedure,Yes,"""...Authors should be aware that the reviewers’ comments are transferred to the editor of the receiving journal together with the manuscript files. On submission to the new journal, the manuscript will then be assessed by an editor as to whether further peer review will be necessary.""",http://www.rsc.org/journals-books-databases/journal-authors-reviewers/processes-policies/#transfers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"Inferred that this is not allowed from the following: ""Treat the manuscript as confidential: The manuscript (or its existence) should not be shown to, disclosed to, or discussed with others, except in special cases, where specific scientific advice may be sought; in that event the editor must be informed and the identities of those consulted disclosed.""",http://www.rsc.org/journals-books-databases/journal-authors-reviewers/reviewer-responsibilities/#review-procedure,Unsure,Unsure,Unsure,http://www.rsc.org/journals-books-databases/journal-authors-reviewers/processes-policies/#prior-publication,First submission only (before peer review),"Through the deposition of a preprint version of the article in non-commercial repositories (eg ArXiv, ChemRxiv), institutional repositories or authors’ individual websites - a preprint is defined here as an un-refereed author version of the article; a non-commercial repository is defined here as any platform or archiving service that makes digital content free to deposit and access","Yes, in the reference list",Unsure,NA,NA,NA,NA,Most sources of info are from the RSC website,30 mins,NA,Journal of Materials Chemistry. A,153,200,38,NA,12,10,NA,NA,NA,NA,NA
SH,2019-01-13,JP,2019-04-17,TRH,2019-04-26,0378-2166,Journal of Pragmatics,"Humanities, Literature & Arts",Elsevier,Double blind,https://www.journals.elsevier.com/journal-of-pragmatics/policies/peer-review-policy-for-the-journal-of-pragmatics,NA,NA,Unsure,via Elsevier’s Article Transfer Service (ATS),https://www.elsevier.com/authors/journal-authors/submit-your-paper/submit-and-revise/article-transfer-service,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,"https://www.elsevier.com/about/policies/copyright/permissions, https://www.elsevier.com/about/policies/sharing","After peer review (but not final, copyedited version)","""Yes, you can post your preprint, which is your own write up of your results and analysis, anywhere at any time.
 
 If you have posted your preprint on ArXiv, which is a non-commercial preprint server, you can also immediately update this version with your accepted manuscript.""",Unsure,Unsure,NA,NA,NA,NA,"O30: ""You are always able to share the preprint version or a link to your article. For authors who have published their article open access under a commercial license (CC BY) you can also post your final article.""",30 mins,"No specific journal policy - should we trust the Elsevier parent policy, which does say that society & double blind journals may have different policies?",Journal of Pragmatics,35,51,NA,NA,NA,NA,NA,12,NA,NA,NA
SH,2019-01-14,JP,2019-04-17,TRH,2019-04-26,1520-5126,Journal of the American Chemical Society,Chemical & Materials Sciences,ACS Publications,Single blind,http://pubs.acs.org/paragonplus/submission/jacsat/jacsat_authguide.pdf,NA,NA,Unsure,"""...For manuscripts that have been peer reviewed, the reviews, reviewer identities, and ACS editor’s decision letter will also be provided to the next journal.""",https://pubs.acs.org/page/policy/manuscript_transfer/index.html,Not specified,Not specified,not specified,Not specified,Not specified,No,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,http://pubs.acs.org/paragonplus/submission/jacsat/jacsat_authguide.pdf,"After peer review (but not final, copyedited version)","""Journal of the American Chemical Society authors may deposit an initial draft of their manuscript in a preprint service such as ChemRxiv, bioRxiv, arXiv, or the applicable repository for their discipline before the manuscript is accepted for publication in the Journal of the American Chemical Society. Authors may revise the preprint version of their manuscript up until a final acceptance decision has been issued. """,Unsure,Unsure,NA,NA,NA,NA,"P8: is based on ""Reviewer identities are confidential, and the names of reviewers will not be
 revealed to an author."" P30: May be ok to post accepted version too (Typeset version?): ""There are many ways in which your Journal Publishing Agreement with the American Chemical Society enables you to share your published research with colleagues. Here are just a few:
 
 Deposit a copy of your accepted peer-reviewed manuscript to online repositories for non-commercial purposes;""",30 mins,NA,Journal of the American Chemical Society,236,309,9,NA,3,NA,NA,NA,NA,NA,NA
SH,2019-01-14,JP,2019-04-11,TRH,2019-04-26,0735-1097,Journal of the American College of Cardiology,Health & Medical Sciences,"American College of Cardiology, Elsevier",Single blind,http://www.onlinejacc.org/content/73/2/A28,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Not open interaction for reviewers, but for editors: ""Once 2 reviews have been completed, the submission is reviewed by all JACC associate editors in a weekly meeting. The group then comes to [a decision]"" http://www.onlinejacc.org/content/73/14/A18",NA,NA,Unsure,Unsure,Unsure,http://www.onlinejacc.org/content/73/2/A28,None (preprints are not allowed),NA,Not specified,No,NA,NA,NA,NA,"Sadly, this is a fatastic example of a very restrictive preprint policy ""Public dissemination of manuscripts prior to, simultaneous with, or following submission to this journal, such as posting the manuscript on preprint servers or other repositories, is discouraged. We ask that authors disclose this information during the submission process, as the JACC Journals will not accept submissions that have previously posted on a preprint server. The Published Journal Article cannot be shared publicly, for example on ResearchGate or Academia.edu, to ensure the sustainability of peer-reviewed research in journal publications."" Q22: ""...although there are exceptions, the reviewers are blinded to each other."". Interesting interactive model for PR on editorial side (editors make group decisions on manuscripts).",30 mins,NA,Journal of the American College of Cardiology,180,268,22,NA,NA,NA,8,NA,NA,NA,NA
SH,2019-01-14,JP,2019-04-11,TRH,2019-04-26,1573-6601,Journal of Youth and Adolescence,Social Sciences,Springer,Double blind,https://www.springer.com/psychology/child+%26+school+psychology/journal/10964?detailsPage=pltci_1692324,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,Unsure,Unsure,NA,NA,NA,NA,Couldn't find any info about preprints,40 mins,NA,Journal of Youth and Adolescence,58,78,NA,NA,NA,NA,NA,NA,NA,NA,18
SH,2019-01-15,JP,2019-04-11,TRH,2019-04-26,1741-3001,Journalism,"Humanities, Literature & Arts",SAGE,Double blind,https://us.sagepub.com/en-us/nam/journal/journalism#PeerReviewPolicy,NA,https://us.sagepub.com/en-us/nam/reviewer-rewards,Yes,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"""Sometimes a reviewer will want to involve junior researchers in the review of an article as it can be good practice and experience for that person. However, you should ensure that you obtain permission from the journal editor prior to accepting the invitation to review. The names of everyone involved in doing the review should be submitted to the editor so that the journal records accurately reflect the review process that took place. Full guidelines for peer reviewers can be found on the Committee on Publication Ethics website here.""",https://us.sagepub.com/en-us/nam/how-to-review-articles,Unsure,Unsure,Unsure,https://us.sagepub.com/en-us/nam/prior-publication,First submission only (before peer review),"""SAGE supports the early dissemination of research through preprints (the pre-peer review version of the paper, also referenced as a “working paper”), including through SAGE’s own preprint platform, Advance, and other preprint platforms and SCNs, such as bioRxiV, preprints.org, ResearchGate and Academia.edu. Working papers are generally eligible for publication in a SAGE journal, subject to the policy in place for each journal.""",Unsure,Unsure,NA,NA,NA,NA,S8: very easy to find the peer review type. S30: SAGE policy,30 mins,NA,Journalism,37,65,NA,NA,NA,NA,NA,7,NA,NA,NA
SH,2019-01-15,JP,2019-04-11,TRH,2019-04-26,1751-2786,Journalism Practice,"Humanities, Literature & Arts",Taylor & Francis,Double blind,https://www.tandfonline.com/action/authorSubmission?journalCode=rjop20&page=instructions#Peer_review,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"""Ask a senior colleague, with experience of reviewing, whether you could work with them on a review. "" This was part of the general T&F site.",NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,Not specified,NA,NA,NA,NA,NA,"T8: general T&F peer review policy. T24: here is the link for the text - not really a co-reviewer policy but might suggest it's ok with them at T&F generally: ""https://editorresources.taylorandfrancis.com/reviewer-guidelines/""",20 mins,NA,Journalism Practice,34,55,NA,NA,NA,NA,NA,14,NA,NA,NA
SH,2019-01-15,NP,2019-04-20,TRH,2019-04-26,1461-670X,Journalism Studies,"Humanities, Literature & Arts",Taylor & Francis,Double blind,https://www.tandfonline.com/action/authorSubmission?journalCode=rjos20&page=instructions#Peer_review,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NA,"""Ask a senior colleague, with experience of reviewing, whether you could work with them on a review. "" This was part of the general T&F site.",NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,Not specified,NA,NA,NA,NA,NA,U8: general T&F peer review policy,20 mins,NA,Journalism Studies,35,54,NA,NA,NA,NA,NA,11,NA,NA,NA
SH,2019-01-15,NP,2019-04-20,TRH,2019-04-26,0264-8377,Land Use Policy,Social Sciences,Elsevier,Double blind,https://www.elsevier.com/journals/land-use-policy/0264-8377?generatepdf=true,NA,https://www.elsevier.com/reviewers/role#recognizing,Unsure,via Elsevier’s Article Transfer Service (ATS),https://www.elsevier.com/authors/journal-authors/submit-your-paper/submit-and-revise/article-transfer-service,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Not specified,NA,NA,NA,Unsure,Unsure,Unsure,https://www.elsevier.com/about/policies/copyright/permissions,"After peer review (but not final, copyedited version)","""Yes, you can post your preprint, which is your own write up of your results and analysis, anywhere at any time.
 
 If you have posted your preprint on ArXiv, which is a non-commercial preprint server, you can also immediately update this version with your accepted manuscript.""",Not specified,Unsure,NA,NA,NA,NA,"V12: they have a Reviewer Recognition Platform that appears to be public. V32: ""References concerning unpublished data, theses, and ""personal communications"" should not be
 cited in the reference list but may be mentioned in the text."" They don't specifically state preprints, but maybe this covers them. For the section about OPR, the ""No (inferred)"" refer to the fact that the journal performs double blind review.",20 mins,NA,Land Use Policy,59,77,NA,NA,NA,NA,NA,NA,NA,NA,16
SR,2018-12-07,NP,2019-04-20,JP,2019-04-26,1467-9922,Language Learning,"Humanities, Literature & Arts",Wiley,Other: author choice of single or double blind,https://onlinelibrary.wiley.com/page/journal/14679922/homepage/forauthors.html,NA,NA,Unsure,NA,NA,Not specified,Not specified,Not specified,Not specified,Conditional,Not specified,Not specified,Not specified,NA,Not specified,NA,Unsure,Unsure,Unsure,NA,No preprint policy,NA,Not specified,Unsure,NA,NA,NA,NA,NA,NA,NA,Language Learning,38,61,NA,NA,NA,NA,NA,4,NA,NA,NA
