title,issn,variable,value,label
IEEE Transactions on Signal Processing,1053-587X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Immunity,1074-7613,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
International Journal of Communication,1932-8036,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
International Journal of Production Economics,0925-5273,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of the American Medical Association,1538-3598,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Journal of Allergy and Clinical Immunology,0091-6749,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Banking & Finance,0378-4266,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Business Ethics,1573-0697,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Business Research,0148-2963,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Cleaner Production,0959-6526,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Clinical Oncology,1527-7755,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Communication,1460-2466,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Cosmology and Astroparticle Physics,1475-7516,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Economic Perspectives,1944-7965,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Educational Psychology,1939-2176,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Financial Economics,0304-405X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Geophysical Research,2156-2202,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Hepatology,0168-8278,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of High Energy Physics,1029-8479,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Management,1557-1211,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Materials Chemistry. A,2050-7488,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of Pragmatics,0378-2166,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of the American Chemical Society,1520-5126,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journal of the American College of Cardiology,0735-1097,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Journal of Youth and Adolescence,1573-6601,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journalism,1741-3001,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journalism Practice,1751-2786,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Journalism Studies,1461-670X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Land Use Policy,0264-8377,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Language Learning,1467-9922,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Lingua,0024-3841,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Management Information Systems Quarterly,2162-9730,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Management Science,1526-5501,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
"Media, Culture & Society",1460-3675,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Molecular Cell,1097-2765,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Monthly Notices of the Royal Astronomical Society,1365-2966,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nano Letters,1530-6992,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nanoscale,2040-3372,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature,1476-4687,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Nature Biotechnology,1546-1696,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Cell Biology,1476-4679,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Chemistry,1755-4349,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Climate Change,1758-6798,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Communications,2041-1723,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Nature Genetics,1546-1718,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Immunology,1529-2916,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Materials,1476-4660,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Medicine,1546-170X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Methods,1548-7105,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Nanotechnology,1748-3395,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Neuroscience,1546-1726,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Photonics,1749-4893,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Physics,1745-2481,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Reviews Cancer,1474-1768,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Reviews Genetics,1471-0064,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Reviews Immunology,1474-1733,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Reviews Neuroscience,1471-0048,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Reviews. Drug Discovery,1474-1784,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Nature Reviews. Molecular Cell Biology,1471-0080,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Neural Information Processing Systems (NIPS),NIPS-ISSN,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
NeuroImage,1053-8119,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Neuron,1097-4199,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
New Media and Society,1461-7315,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Noûs,1468-0068,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Nucleic Acids Research,1362-4962,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Obstetrical & Gynecological Survey,1533-9866,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Optics Express,1094-4087,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Pediatrics,1098-4275,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Philosophical Studies,1573-0883,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Physical Review B,1550-235X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Physical Review D,1550- 2368,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Physical Review Letters,1079-7114,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Physical Review X,2160-3308,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Physics Letters B,0375-9601,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
PLoS One,1932-6203,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Proceedings of the National Academy of Sciences,1091-6490,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Progress in Human Geography,1477-0288,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Public Opinion Quarterly,1537-5331,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Regional Studies,1360-0591,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Renewable and Sustainable Energy Reviews,1364-0321,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Research Policy,0048-7333,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Review of Economics and Statistics,0034-6535,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Reviews of Modern Physics,1539-0756,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Science,1095-9203,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Science Translational Medicine,1946-6234,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Scientific Reports,2045-2322,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
Social Science & Medicine,0277-9536,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Strategic Management Journal,1097-0266,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Synthese,1573-0964,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
System,0346-251X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Teaching and Teacher Education,0742-051X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
TESOL Quarterly,1545-7249,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Astrophysical Journal,1538-4357,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The China Quarterly,1468-2648,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Cochrane Database of Systematic Reviews,1469-493X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The European Physical Journal C,1434-6052,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Journal of Clinical Investigation,1558-8238,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Journal of Finance,1540-6261,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Journal of Physical Chemistry Letters,1948-7185,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Lancet,1474-547X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Lancet Neurology,1474-4422,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Lancet Oncology,1470-2045,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Modern Language Journal,1540-4781,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The New England Journal of Medicine,1533-4406,preprint_link,Yes,"Is there a link provided to the preprint
version of a paper?"
The Quarterly Journal of Economics,1531-4650,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Review of Economic Studies,1467-937X,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
The Review of Financial Studies,1465-7368,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Tourism Management,0261-5177,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
World Development,1873-5991,preprint_link,No,"Is there a link provided to the preprint
version of a paper?"
Academic Medicine,1040-2446,pr_type_clean,Yes,Which type of peer review is used?
ACS Applied Materials & Interfaces,1944-8252,pr_type_clean,Yes,Which type of peer review is used?
Accounts of Chemical Research,1520-4898,pr_type_clean,Yes,Which type of peer review is used?
ACS Catalysis,2155-5435,pr_type_clean,Yes,Which type of peer review is used?
Academy of Management Journal,0001-4273,pr_type_clean,Yes,Which type of peer review is used?
ACS Nano,1936-086X,pr_type_clean,Yes,Which type of peer review is used?
Advanced Energy Materials,1614-6840,pr_type_clean,No,Which type of peer review is used?
Advanced Functional Materials,1616-3028,pr_type_clean,No,Which type of peer review is used?
Advanced Materials,1521-4095,pr_type_clean,No,Which type of peer review is used?
American Economic Review,0002-8282,pr_type_clean,Yes,Which type of peer review is used?
American Journal of Political Science,1540-5907,pr_type_clean,Yes,Which type of peer review is used?
American Journal of Public Health,1541-0048,pr_type_clean,Yes,Which type of peer review is used?
American Political Science Review,1537-5943,pr_type_clean,Yes,Which type of peer review is used?
American Sociological Review,1939-8271,pr_type_clean,Yes,Which type of peer review is used?
Angewandte Chemie International Edition,1521-3773,pr_type_clean,Yes,Which type of peer review is used?
Annals of Internal Medicine,0003-4819,pr_type_clean,Yes,Which type of peer review is used?
Annals of Oncology,1569-8041,pr_type_clean,No,Which type of peer review is used?
Annals of the Rheumatic Diseases,1468-2060,pr_type_clean,Yes,Which type of peer review is used?
Annals of Tourism Research,0160-7383,pr_type_clean,Yes,Which type of peer review is used?
Applied Energy,0306-2619,pr_type_clean,Yes,Which type of peer review is used?
Applied Linguistics,1477-450X,pr_type_clean,Yes,Which type of peer review is used?
Applied Physics Letters,1077-3118,pr_type_clean,No,Which type of peer review is used?
Astronomy & Astrophysics,1432-0746,pr_type_clean,No,Which type of peer review is used?
Biomaterials,0142-9612,pr_type_clean,Yes,Which type of peer review is used?
Blood,1528-0020,pr_type_clean,Yes,Which type of peer review is used?
BMJ,1756-1833,pr_type_clean,Yes,Which type of peer review is used?
Cancer Cell,1535-6108,pr_type_clean,Yes,Which type of peer review is used?
Cancer Research,0099-7013,pr_type_clean,No,Which type of peer review is used?
Cell,1097-4172,pr_type_clean,Yes,Which type of peer review is used?
Cell Metabolism,1550-4131,pr_type_clean,Yes,Which type of peer review is used?
Cell Stem Cell,1934-5909,pr_type_clean,Yes,Which type of peer review is used?
"Chemical communications (Cambridge, England)",0144-557X,pr_type_clean,Yes,Which type of peer review is used?
Chemical Reviews,1520-6890,pr_type_clean,No,Which type of peer review is used?
Chemical Society reviews,1460-4744,pr_type_clean,No,Which type of peer review is used?
Chemistry of Materials,1520-5002,pr_type_clean,No,Which type of peer review is used?
Circulation,0009-7322,pr_type_clean,Yes,Which type of peer review is used?
Circulation Research,1524-4571,pr_type_clean,Yes,Which type of peer review is used?
Clinical Cancer Research,1557-3265,pr_type_clean,No,Which type of peer review is used?
Computers & Education,0360-1315,pr_type_clean,Yes,Which type of peer review is used?
Diabetes Care,1935-5548,pr_type_clean,Yes,Which type of peer review is used?
Digital Journalism,2167-082X,pr_type_clean,Yes,Which type of peer review is used?
Econometrica,1468-0262,pr_type_clean,No,Which type of peer review is used?
Energy and Environmental Science,1754-5706,pr_type_clean,Yes,Which type of peer review is used?
Environmental Science & Technology,0013-936X,pr_type_clean,No,Which type of peer review is used?
European Heart Journal,1522-9645,pr_type_clean,No,Which type of peer review is used?
European Urology,0302-2838,pr_type_clean,Yes,Which type of peer review is used?
Gastroenterology,0016-5085,pr_type_clean,Yes,Which type of peer review is used?
Gender & Society,1552-3977,pr_type_clean,Yes,Which type of peer review is used?
Geophysical Research Letters,1944-8007,pr_type_clean,No,Which type of peer review is used?
Global Environmental Change,0959-3780,pr_type_clean,Yes,Which type of peer review is used?
Government Information Quarterly,0740-624X,pr_type_clean,Yes,Which type of peer review is used?
Gut,1468-3288,pr_type_clean,Yes,Which type of peer review is used?
Health Affairs,1544-5208,pr_type_clean,Yes,Which type of peer review is used?
Hepatology,1527-3350,pr_type_clean,No,Which type of peer review is used?
IEEE Communications Magazine,0163-6804,pr_type_clean,No,Which type of peer review is used?
IEEE Communications Surveys & Tutorials,1553-877X,pr_type_clean,No,Which type of peer review is used?
"IEEE Conference on Computer Vision and Pattern Recognition, CVPR","Only ISBN available, counts as a book",pr_type_clean,Yes,Which type of peer review is used?
IEEE International Conference on Computer Vision,2380-7504,pr_type_clean,Yes,Which type of peer review is used?
IEEE Transactions on Automatic Control,0018-9286,pr_type_clean,No,Which type of peer review is used?
IEEE Transactions on Industrial Electronics,0278-0046,pr_type_clean,No,Which type of peer review is used?
IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,pr_type_clean,No,Which type of peer review is used?
IEEE Transactions on Power Electronics,0885-8993,pr_type_clean,Yes,Which type of peer review is used?
IEEE Transactions on Signal Processing,1053-587X,pr_type_clean,Yes,Which type of peer review is used?
Immunity,1074-7613,pr_type_clean,Yes,Which type of peer review is used?
International Journal of Communication,1932-8036,pr_type_clean,No,Which type of peer review is used?
International Journal of Production Economics,0925-5273,pr_type_clean,Yes,Which type of peer review is used?
Journal of the American Medical Association,1538-3598,pr_type_clean,Yes,Which type of peer review is used?
Journal of Allergy and Clinical Immunology,0091-6749,pr_type_clean,No,Which type of peer review is used?
Journal of Banking & Finance,0378-4266,pr_type_clean,Yes,Which type of peer review is used?
Journal of Business Ethics,1573-0697,pr_type_clean,Yes,Which type of peer review is used?
Journal of Business Research,0148-2963,pr_type_clean,Yes,Which type of peer review is used?
Journal of Cleaner Production,0959-6526,pr_type_clean,Yes,Which type of peer review is used?
Journal of Clinical Oncology,1527-7755,pr_type_clean,Yes,Which type of peer review is used?
Journal of Communication,1460-2466,pr_type_clean,No,Which type of peer review is used?
Journal of Cosmology and Astroparticle Physics,1475-7516,pr_type_clean,Yes,Which type of peer review is used?
Journal of Economic Perspectives,1944-7965,pr_type_clean,No,Which type of peer review is used?
Journal of Educational Psychology,1939-2176,pr_type_clean,Yes,Which type of peer review is used?
Journal of Financial Economics,0304-405X,pr_type_clean,No,Which type of peer review is used?
Journal of Geophysical Research,2156-2202,pr_type_clean,No,Which type of peer review is used?
Journal of Hepatology,0168-8278,pr_type_clean,No,Which type of peer review is used?
Journal of High Energy Physics,1029-8479,pr_type_clean,Yes,Which type of peer review is used?
Journal of Management,1557-1211,pr_type_clean,Yes,Which type of peer review is used?
Journal of Materials Chemistry. A,2050-7488,pr_type_clean,Yes,Which type of peer review is used?
Journal of Pragmatics,0378-2166,pr_type_clean,Yes,Which type of peer review is used?
Journal of the American Chemical Society,1520-5126,pr_type_clean,Yes,Which type of peer review is used?
Journal of the American College of Cardiology,0735-1097,pr_type_clean,Yes,Which type of peer review is used?
Journal of Youth and Adolescence,1573-6601,pr_type_clean,Yes,Which type of peer review is used?
Journalism,1741-3001,pr_type_clean,Yes,Which type of peer review is used?
Journalism Practice,1751-2786,pr_type_clean,Yes,Which type of peer review is used?
Journalism Studies,1461-670X,pr_type_clean,Yes,Which type of peer review is used?
Land Use Policy,0264-8377,pr_type_clean,Yes,Which type of peer review is used?
Language Learning,1467-9922,pr_type_clean,Yes,Which type of peer review is used?
Lingua,0024-3841,pr_type_clean,Yes,Which type of peer review is used?
Management Information Systems Quarterly,2162-9730,pr_type_clean,Yes,Which type of peer review is used?
Management Science,1526-5501,pr_type_clean,Yes,Which type of peer review is used?
"Media, Culture & Society",1460-3675,pr_type_clean,Yes,Which type of peer review is used?
Molecular Cell,1097-2765,pr_type_clean,No,Which type of peer review is used?
Monthly Notices of the Royal Astronomical Society,1365-2966,pr_type_clean,Yes,Which type of peer review is used?
Nano Letters,1530-6992,pr_type_clean,No,Which type of peer review is used?
Nanoscale,2040-3372,pr_type_clean,No,Which type of peer review is used?
Nature,1476-4687,pr_type_clean,Yes,Which type of peer review is used?
Nature Biotechnology,1546-1696,pr_type_clean,Yes,Which type of peer review is used?
Nature Cell Biology,1476-4679,pr_type_clean,Yes,Which type of peer review is used?
Nature Chemistry,1755-4349,pr_type_clean,Yes,Which type of peer review is used?
Nature Climate Change,1758-6798,pr_type_clean,Yes,Which type of peer review is used?
Nature Communications,2041-1723,pr_type_clean,Yes,Which type of peer review is used?
Nature Genetics,1546-1718,pr_type_clean,Yes,Which type of peer review is used?
Nature Immunology,1529-2916,pr_type_clean,Yes,Which type of peer review is used?
Nature Materials,1476-4660,pr_type_clean,Yes,Which type of peer review is used?
Nature Medicine,1546-170X,pr_type_clean,Yes,Which type of peer review is used?
Nature Methods,1548-7105,pr_type_clean,Yes,Which type of peer review is used?
Nature Nanotechnology,1748-3395,pr_type_clean,Yes,Which type of peer review is used?
Nature Neuroscience,1546-1726,pr_type_clean,Yes,Which type of peer review is used?
Nature Photonics,1749-4893,pr_type_clean,Yes,Which type of peer review is used?
Nature Physics,1745-2481,pr_type_clean,Yes,Which type of peer review is used?
Nature Reviews Cancer,1474-1768,pr_type_clean,No,Which type of peer review is used?
Nature Reviews Genetics,1471-0064,pr_type_clean,No,Which type of peer review is used?
Nature Reviews Immunology,1474-1733,pr_type_clean,No,Which type of peer review is used?
Nature Reviews Neuroscience,1471-0048,pr_type_clean,No,Which type of peer review is used?
Nature Reviews. Drug Discovery,1474-1784,pr_type_clean,No,Which type of peer review is used?
Nature Reviews. Molecular Cell Biology,1471-0080,pr_type_clean,No,Which type of peer review is used?
Neural Information Processing Systems (NIPS),NIPS-ISSN,pr_type_clean,Yes,Which type of peer review is used?
NeuroImage,1053-8119,pr_type_clean,Yes,Which type of peer review is used?
Neuron,1097-4199,pr_type_clean,Yes,Which type of peer review is used?
New Media and Society,1461-7315,pr_type_clean,Yes,Which type of peer review is used?
Noûs,1468-0068,pr_type_clean,Yes,Which type of peer review is used?
Nucleic Acids Research,1362-4962,pr_type_clean,No,Which type of peer review is used?
Obstetrical & Gynecological Survey,1533-9866,pr_type_clean,No,Which type of peer review is used?
Optics Express,1094-4087,pr_type_clean,Yes,Which type of peer review is used?
Pediatrics,1098-4275,pr_type_clean,No,Which type of peer review is used?
Philosophical Studies,1573-0883,pr_type_clean,Yes,Which type of peer review is used?
Physical Review B,1550-235X,pr_type_clean,Yes,Which type of peer review is used?
Physical Review D,1550- 2368,pr_type_clean,Yes,Which type of peer review is used?
Physical Review Letters,1079-7114,pr_type_clean,Yes,Which type of peer review is used?
Physical Review X,2160-3308,pr_type_clean,Yes,Which type of peer review is used?
Physics Letters B,0375-9601,pr_type_clean,Yes,Which type of peer review is used?
PLoS One,1932-6203,pr_type_clean,Yes,Which type of peer review is used?
Proceedings of the National Academy of Sciences,1091-6490,pr_type_clean,Yes,Which type of peer review is used?
Progress in Human Geography,1477-0288,pr_type_clean,Yes,Which type of peer review is used?
Public Opinion Quarterly,1537-5331,pr_type_clean,Yes,Which type of peer review is used?
Regional Studies,1360-0591,pr_type_clean,Yes,Which type of peer review is used?
Renewable and Sustainable Energy Reviews,1364-0321,pr_type_clean,Yes,Which type of peer review is used?
Research Policy,0048-7333,pr_type_clean,Yes,Which type of peer review is used?
Review of Economics and Statistics,0034-6535,pr_type_clean,No,Which type of peer review is used?
Reviews of Modern Physics,1539-0756,pr_type_clean,Yes,Which type of peer review is used?
Science,1095-9203,pr_type_clean,No,Which type of peer review is used?
Science Translational Medicine,1946-6234,pr_type_clean,No,Which type of peer review is used?
Scientific Reports,2045-2322,pr_type_clean,Yes,Which type of peer review is used?
Social Science & Medicine,0277-9536,pr_type_clean,Yes,Which type of peer review is used?
Strategic Management Journal,1097-0266,pr_type_clean,No,Which type of peer review is used?
Synthese,1573-0964,pr_type_clean,Yes,Which type of peer review is used?
System,0346-251X,pr_type_clean,Yes,Which type of peer review is used?
Teaching and Teacher Education,0742-051X,pr_type_clean,Yes,Which type of peer review is used?
TESOL Quarterly,1545-7249,pr_type_clean,No,Which type of peer review is used?
The Astrophysical Journal,1538-4357,pr_type_clean,No,Which type of peer review is used?
The China Quarterly,1468-2648,pr_type_clean,Yes,Which type of peer review is used?
The Cochrane Database of Systematic Reviews,1469-493X,pr_type_clean,Yes,Which type of peer review is used?
The European Physical Journal C,1434-6052,pr_type_clean,Yes,Which type of peer review is used?
The Journal of Clinical Investigation,1558-8238,pr_type_clean,No,Which type of peer review is used?
The Journal of Finance,1540-6261,pr_type_clean,No,Which type of peer review is used?
The Journal of Physical Chemistry Letters,1948-7185,pr_type_clean,Yes,Which type of peer review is used?
The Lancet,1474-547X,pr_type_clean,No,Which type of peer review is used?
The Lancet Neurology,1474-4422,pr_type_clean,No,Which type of peer review is used?
The Lancet Oncology,1470-2045,pr_type_clean,No,Which type of peer review is used?
The Modern Language Journal,1540-4781,pr_type_clean,Yes,Which type of peer review is used?
The New England Journal of Medicine,1533-4406,pr_type_clean,Yes,Which type of peer review is used?
The Quarterly Journal of Economics,1531-4650,pr_type_clean,No,Which type of peer review is used?
The Review of Economic Studies,1467-937X,pr_type_clean,No,Which type of peer review is used?
The Review of Financial Studies,1465-7368,pr_type_clean,No,Which type of peer review is used?
Tourism Management,0261-5177,pr_type_clean,Yes,Which type of peer review is used?
World Development,1873-5991,pr_type_clean,Yes,Which type of peer review is used?
Academic Medicine,1040-2446,opr_reports,No,Are peer review reports being published?
ACS Applied Materials & Interfaces,1944-8252,opr_reports,No,Are peer review reports being published?
Accounts of Chemical Research,1520-4898,opr_reports,No,Are peer review reports being published?
ACS Catalysis,2155-5435,opr_reports,No,Are peer review reports being published?
Academy of Management Journal,0001-4273,opr_reports,No,Are peer review reports being published?
ACS Nano,1936-086X,opr_reports,No,Are peer review reports being published?
Advanced Energy Materials,1614-6840,opr_reports,No,Are peer review reports being published?
Advanced Functional Materials,1616-3028,opr_reports,No,Are peer review reports being published?
Advanced Materials,1521-4095,opr_reports,No,Are peer review reports being published?
American Economic Review,0002-8282,opr_reports,No,Are peer review reports being published?
American Journal of Political Science,1540-5907,opr_reports,No,Are peer review reports being published?
American Journal of Public Health,1541-0048,opr_reports,No,Are peer review reports being published?
American Political Science Review,1537-5943,opr_reports,No,Are peer review reports being published?
American Sociological Review,1939-8271,opr_reports,No,Are peer review reports being published?
Angewandte Chemie International Edition,1521-3773,opr_reports,No,Are peer review reports being published?
Annals of Internal Medicine,0003-4819,opr_reports,No,Are peer review reports being published?
Annals of Oncology,1569-8041,opr_reports,No,Are peer review reports being published?
Annals of the Rheumatic Diseases,1468-2060,opr_reports,No,Are peer review reports being published?
Annals of Tourism Research,0160-7383,opr_reports,No,Are peer review reports being published?
Applied Energy,0306-2619,opr_reports,No,Are peer review reports being published?
Applied Linguistics,1477-450X,opr_reports,Yes,Are peer review reports being published?
Applied Physics Letters,1077-3118,opr_reports,No,Are peer review reports being published?
Astronomy & Astrophysics,1432-0746,opr_reports,No,Are peer review reports being published?
Biomaterials,0142-9612,opr_reports,No,Are peer review reports being published?
Blood,1528-0020,opr_reports,No,Are peer review reports being published?
BMJ,1756-1833,opr_reports,Yes,Are peer review reports being published?
Cancer Cell,1535-6108,opr_reports,No,Are peer review reports being published?
Cancer Research,0099-7013,opr_reports,No,Are peer review reports being published?
Cell,1097-4172,opr_reports,No,Are peer review reports being published?
Cell Metabolism,1550-4131,opr_reports,No,Are peer review reports being published?
Cell Stem Cell,1934-5909,opr_reports,No,Are peer review reports being published?
"Chemical communications (Cambridge, England)",0144-557X,opr_reports,Yes,Are peer review reports being published?
Chemical Reviews,1520-6890,opr_reports,No,Are peer review reports being published?
Chemical Society reviews,1460-4744,opr_reports,Yes,Are peer review reports being published?
Chemistry of Materials,1520-5002,opr_reports,No,Are peer review reports being published?
Circulation,0009-7322,opr_reports,No,Are peer review reports being published?
Circulation Research,1524-4571,opr_reports,No,Are peer review reports being published?
Clinical Cancer Research,1557-3265,opr_reports,No,Are peer review reports being published?
Computers & Education,0360-1315,opr_reports,No,Are peer review reports being published?
Diabetes Care,1935-5548,opr_reports,No,Are peer review reports being published?
Digital Journalism,2167-082X,opr_reports,No,Are peer review reports being published?
Econometrica,1468-0262,opr_reports,No,Are peer review reports being published?
Energy and Environmental Science,1754-5706,opr_reports,Yes,Are peer review reports being published?
Environmental Science & Technology,0013-936X,opr_reports,No,Are peer review reports being published?
European Heart Journal,1522-9645,opr_reports,No,Are peer review reports being published?
European Urology,0302-2838,opr_reports,No,Are peer review reports being published?
Gastroenterology,0016-5085,opr_reports,Yes,Are peer review reports being published?
Gender & Society,1552-3977,opr_reports,No,Are peer review reports being published?
Geophysical Research Letters,1944-8007,opr_reports,No,Are peer review reports being published?
Global Environmental Change,0959-3780,opr_reports,No,Are peer review reports being published?
Government Information Quarterly,0740-624X,opr_reports,No,Are peer review reports being published?
Gut,1468-3288,opr_reports,Yes,Are peer review reports being published?
Health Affairs,1544-5208,opr_reports,Yes,Are peer review reports being published?
Hepatology,1527-3350,opr_reports,No,Are peer review reports being published?
IEEE Communications Magazine,0163-6804,opr_reports,No,Are peer review reports being published?
IEEE Communications Surveys & Tutorials,1553-877X,opr_reports,No,Are peer review reports being published?
"IEEE Conference on Computer Vision and Pattern Recognition, CVPR","Only ISBN available, counts as a book",opr_reports,No,Are peer review reports being published?
IEEE International Conference on Computer Vision,2380-7504,opr_reports,Yes,Are peer review reports being published?
IEEE Transactions on Automatic Control,0018-9286,opr_reports,No,Are peer review reports being published?
IEEE Transactions on Industrial Electronics,0278-0046,opr_reports,No,Are peer review reports being published?
IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,opr_reports,No,Are peer review reports being published?
IEEE Transactions on Power Electronics,0885-8993,opr_reports,No,Are peer review reports being published?
IEEE Transactions on Signal Processing,1053-587X,opr_reports,No,Are peer review reports being published?
Immunity,1074-7613,opr_reports,No,Are peer review reports being published?
International Journal of Communication,1932-8036,opr_reports,No,Are peer review reports being published?
